Query	Hit	Bits
sp|P17869|RPSH_BACSU RNA polymerase sigma-H factor OS=Bacillus subtilis (strain 168) GN=sigH PE=1 SV=1	gi|651938952|ref|NZ_JHYI01000030.1| Bacillus bogoriensis ATCC BAA-922 T323DRAFT_scaffold00021.21_C, whole genome shotgun sequence	345.651
sp|P17869|RPSH_BACSU RNA polymerase sigma-H factor OS=Bacillus subtilis (strain 168) GN=sigH PE=1 SV=1	gi|737599927|ref|NZ_CCDJ010000005.1| Halobacillus trueperi WGS project CCDJ000000000 data, strain HT-01, contig 000005, whole genome shotgun sequence	345.37
sp|P17869|RPSH_BACSU RNA polymerase sigma-H factor OS=Bacillus subtilis (strain 168) GN=sigH PE=1 SV=1	gi|640599499|ref|NZ_BAMO01000032.1| Bacillus mannanilyticus JCM 10596 DNA, contig: JCM10596.contig00032, whole genome shotgun sequence	345.088
sp|P17869|RPSH_BACSU RNA polymerase sigma-H factor OS=Bacillus subtilis (strain 168) GN=sigH PE=1 SV=1	gi|655376577|ref|NZ_AWXW01000027.1| Thalassobacillus devorans MSP14 contig00027, whole genome shotgun sequence	344.807
sp|P17869|RPSH_BACSU RNA polymerase sigma-H factor OS=Bacillus subtilis (strain 168) GN=sigH PE=1 SV=1	gi|487404248|ref|NZ_KB912893.1| Caldibacillus debilis DSM 16016 genomic scaffold A3EQDRAFT_scaffold_21.22, whole genome shotgun sequence	344.807
sp|P17869|RPSH_BACSU RNA polymerase sigma-H factor OS=Bacillus subtilis (strain 168) GN=sigH PE=1 SV=1	gi|651598230|ref|NZ_AXVB01000029.1| Bacillus sp. UNC437CL72CviS29 M014DRAFT_scaffold00026.26_C, whole genome shotgun sequence	344.526
sp|P17869|RPSH_BACSU RNA polymerase sigma-H factor OS=Bacillus subtilis (strain 168) GN=sigH PE=1 SV=1	gi|755162541|ref|NZ_CP009651.1| Bacillus thuringiensis strain Al Hakam, complete genome	344.526
sp|P17869|RPSH_BACSU RNA polymerase sigma-H factor OS=Bacillus subtilis (strain 168) GN=sigH PE=1 SV=1	gi|653240945|ref|NZ_AULJ01000036.1| Pontibacillus marinus BH030004 = DSM 16465 H514DRAFT_scaffold00021.21_C, whole genome shotgun sequence	343.963
sp|P17869|RPSH_BACSU RNA polymerase sigma-H factor OS=Bacillus subtilis (strain 168) GN=sigH PE=1 SV=1	gi|765533146|ref|NZ_JYCJ01000077.1| Bacillus mycoides strain 11kri323 LG56_077, whole genome shotgun sequence	343.963
sp|P17869|RPSH_BACSU RNA polymerase sigma-H factor OS=Bacillus subtilis (strain 168) GN=sigH PE=1 SV=1	gi|49183039|ref|NC_005945.1| Bacillus anthracis str. Sterne chromosome, complete genome	343.963
sp|P17869|RPSH_BACSU RNA polymerase sigma-H factor OS=Bacillus subtilis (strain 168) GN=sigH PE=1 SV=1	gi|30260195|ref|NC_003997.3| Bacillus anthracis str. Ames chromosome, complete genome	343.963
sp|P17869|RPSH_BACSU RNA polymerase sigma-H factor OS=Bacillus subtilis (strain 168) GN=sigH PE=1 SV=1	gi|49476684|ref|NC_005957.1| Bacillus thuringiensis serovar konkukian str. 97-27 chromosome, complete genome	343.963
sp|P17869|RPSH_BACSU RNA polymerase sigma-H factor OS=Bacillus subtilis (strain 168) GN=sigH PE=1 SV=1	gi|30018278|ref|NC_004722.1| Bacillus cereus ATCC 14579 chromosome, complete genome	343.963
sp|P17869|RPSH_BACSU RNA polymerase sigma-H factor OS=Bacillus subtilis (strain 168) GN=sigH PE=1 SV=1	gi|558678294|ref|NC_022873.1| Bacillus thuringiensis YBT-1518, complete genome	343.963
sp|P17869|RPSH_BACSU RNA polymerase sigma-H factor OS=Bacillus subtilis (strain 168) GN=sigH PE=1 SV=1	gi|152973854|ref|NC_009674.1| Bacillus cytotoxicus NVH 391-98, complete genome	343.682
sp|P17869|RPSH_BACSU RNA polymerase sigma-H factor OS=Bacillus subtilis (strain 168) GN=sigH PE=1 SV=1	gi|652405731|ref|NZ_AULI01000017.1| Pontibacillus halophilus JSM 076056 = DSM 19796 H513DRAFT_scaffold00016.16_C, whole genome shotgun sequence	343.4
sp|P17869|RPSH_BACSU RNA polymerase sigma-H factor OS=Bacillus subtilis (strain 168) GN=sigH PE=1 SV=1	gi|57596592|ref|NC_002570.2| Bacillus halodurans C-125 DNA, complete genome	343.682
sp|P17869|RPSH_BACSU RNA polymerase sigma-H factor OS=Bacillus subtilis (strain 168) GN=sigH PE=1 SV=1	gi|947815993|ref|NZ_LJIZ01000006.1| Bacillus sp. FJAT-25509 Contig3, whole genome shotgun sequence	343.4
sp|P17869|RPSH_BACSU RNA polymerase sigma-H factor OS=Bacillus subtilis (strain 168) GN=sigH PE=1 SV=1	gi|335038716|ref|NZ_AFCE01000066.1| Caldalkalibacillus thermarum TA2.A1 ctg158, whole genome shotgun sequence	341.994
sp|P17869|RPSH_BACSU RNA polymerase sigma-H factor OS=Bacillus subtilis (strain 168) GN=sigH PE=1 SV=1	gi|727722935|ref|NZ_JQMN01000001.1| Geobacillus subterraneus PSS2 N671DRAFT_scf7180000000004_quiver.1_C, whole genome shotgun sequence	343.119
sp|P17869|RPSH_BACSU RNA polymerase sigma-H factor OS=Bacillus subtilis (strain 168) GN=sigH PE=1 SV=1	gi|737574033|ref|NZ_JRNX01000310.1| Halobacillus sp. BBL2006 cont310, whole genome shotgun sequence	338.055
sp|P17869|RPSH_BACSU RNA polymerase sigma-H factor OS=Bacillus subtilis (strain 168) GN=sigH PE=1 SV=1	gi|654950788|ref|NZ_AUMR01000044.1| [strain=DSM 19096], whole genome shotgun sequence	343.119
sp|P17869|RPSH_BACSU RNA polymerase sigma-H factor OS=Bacillus subtilis (strain 168) GN=sigH PE=1 SV=1	gi|212637849|ref|NC_011567.1| Anoxybacillus flavithermus WK1, complete genome	343.119
sp|P17869|RPSH_BACSU RNA polymerase sigma-H factor OS=Bacillus subtilis (strain 168) GN=sigH PE=1 SV=1	gi|258510020|ref|NC_013205.1| Alicyclobacillus acidocaldarius subsp. acidocaldarius DSM 446, complete genome	342.556
sp|P17869|RPSH_BACSU RNA polymerase sigma-H factor OS=Bacillus subtilis (strain 168) GN=sigH PE=1 SV=1	gi|484105726|ref|NZ_ANNK01000169.1| Bacillus ligniniphilus strain L1 contig171, whole genome shotgun sequence	342.275
sp|P17869|RPSH_BACSU RNA polymerase sigma-H factor OS=Bacillus subtilis (strain 168) GN=sigH PE=1 SV=1	gi|825933645|ref|NZ_BBWZ01000038.1| Aneurinibacillus tyrosinisolvens DNA, contig: ATLC038, strain: LL-002, whole genome shotgun sequence	342.275
sp|P17869|RPSH_BACSU RNA polymerase sigma-H factor OS=Bacillus subtilis (strain 168) GN=sigH PE=1 SV=1	gi|737453561|ref|NZ_JQKQ01000034.1| Bacillus sp. UNC322MFChir4.1 BR72DRAFT_scaffold00026.26_C, whole genome shotgun sequence	341.994
sp|P17869|RPSH_BACSU RNA polymerase sigma-H factor OS=Bacillus subtilis (strain 168) GN=sigH PE=1 SV=1	gi|652375058|ref|NZ_AWXX01000023.1| Sediminibacillus halophilus NSP9.3 contig00023, whole genome shotgun sequence	341.431
sp|P17869|RPSH_BACSU RNA polymerase sigma-H factor OS=Bacillus subtilis (strain 168) GN=sigH PE=1 SV=1	gi|647284715|ref|NZ_JAGM01000022.1| Bacillus ginsengihumi J57 BacgiDRAFT_scaffold_21.22_C, whole genome shotgun sequence	340.587
sp|P17869|RPSH_BACSU RNA polymerase sigma-H factor OS=Bacillus subtilis (strain 168) GN=sigH PE=1 SV=1	gi|653172284|ref|NZ_AUMJ01000019.1| [strain=DSM 18919], whole genome shotgun sequence	340.868
sp|P17869|RPSH_BACSU RNA polymerase sigma-H factor OS=Bacillus subtilis (strain 168) GN=sigH PE=1 SV=1	gi|806831927|ref|NZ_LAJA01000016.1| Domibacillus tundrae strain PAMC 80007 PAMC80007_1_trimmed_contig_17, whole genome shotgun sequence	340.587
sp|P17869|RPSH_BACSU RNA polymerase sigma-H factor OS=Bacillus subtilis (strain 168) GN=sigH PE=1 SV=1	gi|754875043|ref|NZ_BBJT01000022.1| Paenibacillus chitinolyticus NBRC 15660 DNA, contig: PCH01S_CON02101, whole genome shotgun sequence	340.587
sp|P17869|RPSH_BACSU RNA polymerase sigma-H factor OS=Bacillus subtilis (strain 168) GN=sigH PE=1 SV=1	gi|651970298|ref|NZ_AUCJ01000011.1| Bacillus aurantiacus DSM 18675 G476DRAFT_scaffold00005.5_C, whole genome shotgun sequence	340.306
sp|P17869|RPSH_BACSU RNA polymerase sigma-H factor OS=Bacillus subtilis (strain 168) GN=sigH PE=1 SV=1	gi|483722481|ref|NZ_KB889752.1| Bacillus sp. 37MA genomic scaffold A3M5DRAFT_scaffold1.1, whole genome shotgun sequence	340.024
sp|P17869|RPSH_BACSU RNA polymerase sigma-H factor OS=Bacillus subtilis (strain 168) GN=sigH PE=1 SV=1	gi|738933746|ref|NZ_AVBF01000029.1| Pontibacillus yanchengensis Y32 contig30, whole genome shotgun sequence	339.743
sp|P17869|RPSH_BACSU RNA polymerase sigma-H factor OS=Bacillus subtilis (strain 168) GN=sigH PE=1 SV=1	gi|316994385|ref|NC_013791.2| Bacillus pseudofirmus OF4, complete genome	340.024
sp|P17869|RPSH_BACSU RNA polymerase sigma-H factor OS=Bacillus subtilis (strain 168) GN=sigH PE=1 SV=1	gi|651581856|ref|NZ_ATWS01000041.1| Bacillus sp. SB49 contig00041, whole genome shotgun sequence	340.024
sp|P17869|RPSH_BACSU RNA polymerase sigma-H factor OS=Bacillus subtilis (strain 168) GN=sigH PE=1 SV=1	gi|908748015|ref|NZ_JZEJ01000001.1| Paenibacillus sp. D9 Scaffold1, whole genome shotgun sequence	340.024
sp|P17869|RPSH_BACSU RNA polymerase sigma-H factor OS=Bacillus subtilis (strain 168) GN=sigH PE=1 SV=1	gi|940346664|ref|NZ_LJCO01000040.1| Alicyclobacillus ferrooxydans strain TC-34 contig_13, whole genome shotgun sequence	339.743
sp|P17869|RPSH_BACSU RNA polymerase sigma-H factor OS=Bacillus subtilis (strain 168) GN=sigH PE=1 SV=1	gi|923044013|ref|NZ_LGUG01000008.1| Aneurinibacillus migulanus strain DSM 2895 scaffold11, whole genome shotgun sequence	339.181
sp|P17869|RPSH_BACSU RNA polymerase sigma-H factor OS=Bacillus subtilis (strain 168) GN=sigH PE=1 SV=1	gi|751586489|ref|NZ_JXRR01000006.1| Jeotgalibacillus campisalis strain SF-57 contig00006, whole genome shotgun sequence	339.181
sp|P17869|RPSH_BACSU RNA polymerase sigma-H factor OS=Bacillus subtilis (strain 168) GN=sigH PE=1 SV=1	gi|1011920279|ref|NZ_CP014140.1| Aneurinibacillus sp. XH2, complete genome	339.181
sp|P17869|RPSH_BACSU RNA polymerase sigma-H factor OS=Bacillus subtilis (strain 168) GN=sigH PE=1 SV=1	gi|484000293|ref|NZ_KB894000.1| Bacillus acidiproducens DSM 23148 genomic scaffold C232DRAFT_scaffold00025.25, whole genome shotgun sequence	339.181
sp|P17869|RPSH_BACSU RNA polymerase sigma-H factor OS=Bacillus subtilis (strain 168) GN=sigH PE=1 SV=1	gi|654483500|ref|NZ_AUDY01000005.1| Halobacillus kuroshimensis DSM 18393 H615DRAFT_scaffold00013.13_C, whole genome shotgun sequence	338.899
sp|P17869|RPSH_BACSU RNA polymerase sigma-H factor OS=Bacillus subtilis (strain 168) GN=sigH PE=1 SV=1	gi|749321901|ref|NZ_CP009746.1| Bacillus weihenstephanensis strain WSBC 10204, complete genome	338.899
sp|P17869|RPSH_BACSU RNA polymerase sigma-H factor OS=Bacillus subtilis (strain 168) GN=sigH PE=1 SV=1	gi|740251532|ref|NZ_JMIR01000032.1| Tumebacillus flagellatus strain GST4 Contig032, whole genome shotgun sequence	338.899
sp|P17869|RPSH_BACSU RNA polymerase sigma-H factor OS=Bacillus subtilis (strain 168) GN=sigH PE=1 SV=1	gi|226309587|ref|NC_012491.1| Brevibacillus brevis NBRC 100599 DNA, complete genome	338.899
sp|P17869|RPSH_BACSU RNA polymerase sigma-H factor OS=Bacillus subtilis (strain 168) GN=sigH PE=1 SV=1	gi|295694686|ref|NC_014098.1| Kyrpidia tusciae DSM 2912, complete genome	338.618
sp|P17869|RPSH_BACSU RNA polymerase sigma-H factor OS=Bacillus subtilis (strain 168) GN=sigH PE=1 SV=1	gi|647566875|ref|NZ_JATL01000034.1| Brevibacillus agri 5-2 contig_34, whole genome shotgun sequence	338.337
sp|P17869|RPSH_BACSU RNA polymerase sigma-H factor OS=Bacillus subtilis (strain 168) GN=sigH PE=1 SV=1	gi|311748884|ref|NZ_ABFU01000005.3| Bacillus coahuilensis m4-4 1955101000005, whole genome shotgun sequence	338.055
sp|P17869|RPSH_BACSU RNA polymerase sigma-H factor OS=Bacillus subtilis (strain 168) GN=sigH PE=1 SV=1	gi|657612475|ref|NZ_JNIL01000001.1| Alicyclobacillus macrosporangiidus CPP55 N687DRAFT_scf7180000000004_quiver_dupTrim_3167.1_C, whole genome shotgun sequence	337.774
sp|P17869|RPSH_BACSU RNA polymerase sigma-H factor OS=Bacillus subtilis (strain 168) GN=sigH PE=1 SV=1	gi|655151516|ref|NZ_AULW01000058.1| Paenibacillus pasadenensis DSM 19293 H582DRAFT_scaffold00027.27_C, whole genome shotgun sequence	337.211
sp|P17869|RPSH_BACSU RNA polymerase sigma-H factor OS=Bacillus subtilis (strain 168) GN=sigH PE=1 SV=1	gi|953334826|ref|NZ_LGPD01000024.1| Virgibacillus soli strain PL205 scaffold000024, whole genome shotgun sequence	337.211
sp|P17869|RPSH_BACSU RNA polymerase sigma-H factor OS=Bacillus subtilis (strain 168) GN=sigH PE=1 SV=1	gi|754118703|ref|NZ_CP007806.1| Brevibacillus laterosporus LMG 15441, complete genome	337.211
sp|P17869|RPSH_BACSU RNA polymerase sigma-H factor OS=Bacillus subtilis (strain 168) GN=sigH PE=1 SV=1	gi|403743586|ref|NZ_AKZN01000009.1| Alicyclobacillus hesperidum URH17-3-68 URH17368ctg09, whole genome shotgun sequence	336.93
sp|P17869|RPSH_BACSU RNA polymerase sigma-H factor OS=Bacillus subtilis (strain 168) GN=sigH PE=1 SV=1	gi|960412748|ref|NZ_LN881719.1| Gorillibacterium sp. SN4 genome assembly Gorillibacterium timonense, scaffold scaffold00002, whole genome shotgun sequence	336.649
sp|P17869|RPSH_BACSU RNA polymerase sigma-H factor OS=Bacillus subtilis (strain 168) GN=sigH PE=1 SV=1	gi|652571381|ref|NZ_AXAR01000008.1| Alicyclobacillus pomorum DSM 14955 YWKDRAFT_scaffold_7.8_C, whole genome shotgun sequence	336.93
sp|P17869|RPSH_BACSU RNA polymerase sigma-H factor OS=Bacillus subtilis (strain 168) GN=sigH PE=1 SV=1	gi|749936741|ref|NZ_ALPT02000012.1| Bacillus alcalophilus ATCC 27647 = CGMCC 1.3604 strain AV1934 contig00012, whole genome shotgun sequence	336.649
sp|P17869|RPSH_BACSU RNA polymerase sigma-H factor OS=Bacillus subtilis (strain 168) GN=sigH PE=1 SV=1	gi|485069911|ref|NZ_KB905578.1| Paenibacillus ginsengihumi DSM 21568 genomic scaffold F591DRAFT_scaffold00031.31, whole genome shotgun sequence	336.649
sp|P17869|RPSH_BACSU RNA polymerase sigma-H factor OS=Bacillus subtilis (strain 168) GN=sigH PE=1 SV=1	gi|738734925|ref|NZ_KN125580.1| Paenibacillus macerans strain 8244 scaffold1, whole genome shotgun sequence	336.649
sp|P17869|RPSH_BACSU RNA polymerase sigma-H factor OS=Bacillus subtilis (strain 168) GN=sigH PE=1 SV=1	gi|317126741|ref|NC_014829.1| Bacillus cellulosilyticus DSM 2522, complete genome	336.649
sp|P17869|RPSH_BACSU RNA polymerase sigma-H factor OS=Bacillus subtilis (strain 168) GN=sigH PE=1 SV=1	gi|655095752|ref|NZ_AULE01000004.1| Paenibacillus taiwanensis DSM 18679 H509DRAFT_scaffold00013.13_C, whole genome shotgun sequence	336.649
sp|P17869|RPSH_BACSU RNA polymerase sigma-H factor OS=Bacillus subtilis (strain 168) GN=sigH PE=1 SV=1	gi|738951067|ref|NZ_AVPG01000023.1| Pontibacillus litoralis JSM 072002 contig24, whole genome shotgun sequence	336.367
sp|P17869|RPSH_BACSU RNA polymerase sigma-H factor OS=Bacillus subtilis (strain 168) GN=sigH PE=1 SV=1	gi|656063318|ref|NZ_KE695656.1| Brevibacillus thermoruber 423 genomic scaffold Scaffold10, whole genome shotgun sequence	336.367
sp|P17869|RPSH_BACSU RNA polymerase sigma-H factor OS=Bacillus subtilis (strain 168) GN=sigH PE=1 SV=1	gi|484028327|ref|NZ_HE978551.1| Brevibacillus sp. phR genomic scaffold, scaffold00017, whole genome shotgun sequence	336.367
sp|P17869|RPSH_BACSU RNA polymerase sigma-H factor OS=Bacillus subtilis (strain 168) GN=sigH PE=1 SV=1	gi|347750441|ref|NC_016023.1| Bacillus coagulans 36D1, complete genome	336.649
sp|P17869|RPSH_BACSU RNA polymerase sigma-H factor OS=Bacillus subtilis (strain 168) GN=sigH PE=1 SV=1	gi|939718547|ref|NZ_CTDZ01000009.1| bacterium mt3 genome assembly Numidum massiliensis, contig contig00009, whole genome shotgun sequence	336.367
sp|P17869|RPSH_BACSU RNA polymerase sigma-H factor OS=Bacillus subtilis (strain 168) GN=sigH PE=1 SV=1	gi|647572964|ref|NZ_JFHX01000098.1| Paenibacillus ehimensis A2 contig_98, whole genome shotgun sequence	336.367
sp|P17869|RPSH_BACSU RNA polymerase sigma-H factor OS=Bacillus subtilis (strain 168) GN=sigH PE=1 SV=1	gi|386712343|ref|NC_017668.1| Halobacillus halophilus DSM 2266 complete genome	336.367
sp|P17869|RPSH_BACSU RNA polymerase sigma-H factor OS=Bacillus subtilis (strain 168) GN=sigH PE=1 SV=1	gi|489487100|ref|NZ_APBN01000017.1| Brevibacillus borstelensis AK1 seq_num_017, whole genome shotgun sequence	336.367
sp|P17869|RPSH_BACSU RNA polymerase sigma-H factor OS=Bacillus subtilis (strain 168) GN=sigH PE=1 SV=1	gi|652587030|ref|NZ_AUCA01000013.1| Alicyclobacillus contaminans DSM 17975 G463DRAFT_scaffold00013.13_C, whole genome shotgun sequence	336.367
sp|P17869|RPSH_BACSU RNA polymerase sigma-H factor OS=Bacillus subtilis (strain 168) GN=sigH PE=1 SV=1	gi|484056724|ref|NZ_KB898209.1| Paenibacillus massiliensis 2301065 = DSM 16942 genomic scaffold D328DRAFT_scaffold00025.25, whole genome shotgun sequence	336.367
sp|P17869|RPSH_BACSU RNA polymerase sigma-H factor OS=Bacillus subtilis (strain 168) GN=sigH PE=1 SV=1	gi|485054388|ref|NZ_ALKF01000169.1| Paenibacillus sp. OSY-SE Contig169, whole genome shotgun sequence	336.086
sp|P17869|RPSH_BACSU RNA polymerase sigma-H factor OS=Bacillus subtilis (strain 168) GN=sigH PE=1 SV=1	gi|751654042|ref|NZ_JXRQ01000005.1| Jeotgalibacillus alimentarius strain YKJ-13 contig00005, whole genome shotgun sequence	336.086
sp|P17869|RPSH_BACSU RNA polymerase sigma-H factor OS=Bacillus subtilis (strain 168) GN=sigH PE=1 SV=1	gi|806817829|ref|NZ_LAJB01000024.1| Domibacillus indicus strain SD 111 DSM28032_1_trimmed_contig_24, whole genome shotgun sequence	335.523
sp|P17869|RPSH_BACSU RNA polymerase sigma-H factor OS=Bacillus subtilis (strain 168) GN=sigH PE=1 SV=1	gi|566170406|ref|NZ_KI629786.1| Brevibacillus panacihumi W25 genomic scaffold Scaffold3, whole genome shotgun sequence	335.523
sp|P17869|RPSH_BACSU RNA polymerase sigma-H factor OS=Bacillus subtilis (strain 168) GN=sigH PE=1 SV=1	gi|843088692|ref|NZ_BBIW01000018.1| Paenibacillus sp. TCA20 DNA, contig: PspTCA2nb18, whole genome shotgun sequence	335.242
sp|P17869|RPSH_BACSU RNA polymerase sigma-H factor OS=Bacillus subtilis (strain 168) GN=sigH PE=1 SV=1	gi|1011190377|ref|NZ_LN831197.1| Bacillus sp. SIT3 genome assembly Bacillus niameyensis, scaffold scaffold00006, whole genome shotgun sequence	334.961
sp|P17869|RPSH_BACSU RNA polymerase sigma-H factor OS=Bacillus subtilis (strain 168) GN=sigH PE=1 SV=1	gi|568262354|ref|NC_023134.1| Paenibacillus larvae subsp. larvae DSM 25430, complete genome	334.961
sp|P17869|RPSH_BACSU RNA polymerase sigma-H factor OS=Bacillus subtilis (strain 168) GN=sigH PE=1 SV=1	gi|737695845|ref|NZ_BAUV01000017.1| Bacillus akibai JCM 9157 DNA, contig:contig_17, whole genome shotgun sequence	334.679
sp|P17869|RPSH_BACSU RNA polymerase sigma-H factor OS=Bacillus subtilis (strain 168) GN=sigH PE=1 SV=1	gi|514231927|ref|NZ_KE159652.1| Paenibacillus barengoltzii G22 genomic scaffold acPFB-supercont1.1, whole genome shotgun sequence	334.961
sp|P17869|RPSH_BACSU RNA polymerase sigma-H factor OS=Bacillus subtilis (strain 168) GN=sigH PE=1 SV=1	gi|652569179|ref|NZ_AUMH01000017.1| [strain=DSM 13609], whole genome shotgun sequence	334.679
sp|P17869|RPSH_BACSU RNA polymerase sigma-H factor OS=Bacillus subtilis (strain 168) GN=sigH PE=1 SV=1	gi|652786753|ref|NZ_AUCP01000038.1| Cohnella thermotolerans DSM 17683 G485DRAFT_scaffold00024.24_C, whole genome shotgun sequence	334.398
sp|P17869|RPSH_BACSU RNA polymerase sigma-H factor OS=Bacillus subtilis (strain 168) GN=sigH PE=1 SV=1	gi|655104299|ref|NZ_JMLS01000035.1| Paenibacillus sp. UNC451MF BP97DRAFT_scaffold00032.32_C, whole genome shotgun sequence	334.398
sp|P17869|RPSH_BACSU RNA polymerase sigma-H factor OS=Bacillus subtilis (strain 168) GN=sigH PE=1 SV=1	gi|736741473|ref|NZ_BAUT01000017.1| Bacillus wakoensis JCM 9140 DNA, contig:contig_17, whole genome shotgun sequence	334.398
sp|P17869|RPSH_BACSU RNA polymerase sigma-H factor OS=Bacillus subtilis (strain 168) GN=sigH PE=1 SV=1	gi|656249908|ref|NZ_AUGY01000049.1| Paenibacillus alginolyticus DSM 5050 = NBRC 15375 strain DSM 5050 G519DRAFT_scaffold00045.45_C, whole genome shotgun sequence	334.398
sp|P17869|RPSH_BACSU RNA polymerase sigma-H factor OS=Bacillus subtilis (strain 168) GN=sigH PE=1 SV=1	gi|737363193|ref|NZ_BAUU01000020.1| Bacillus hemicellulosilyticus JCM 9152 DNA, contig:contig_20, whole genome shotgun sequence	334.398
sp|P17869|RPSH_BACSU RNA polymerase sigma-H factor OS=Bacillus subtilis (strain 168) GN=sigH PE=1 SV=1	gi|379718015|ref|NC_016935.1| Paenibacillus mucilaginosus 3016, complete genome	334.398
sp|P17869|RPSH_BACSU RNA polymerase sigma-H factor OS=Bacillus subtilis (strain 168) GN=sigH PE=1 SV=1	gi|783158996|ref|NZ_CP011058.1| Paenibacillus beijingensis strain DSM 24997, complete genome	334.117
sp|P17869|RPSH_BACSU RNA polymerase sigma-H factor OS=Bacillus subtilis (strain 168) GN=sigH PE=1 SV=1	gi|780135721|ref|NZ_BAWL01000022.1| Bacillus sp. TS-2 DNA, contig: BspTS2nb22, whole genome shotgun sequence	333.835
sp|P17869|RPSH_BACSU RNA polymerase sigma-H factor OS=Bacillus subtilis (strain 168) GN=sigH PE=1 SV=1	gi|484081136|ref|NZ_KB899829.1| Cohnella laeviribosi DSM 21336 genomic scaffold F560DRAFT_scaffold00022.22, whole genome shotgun sequence	333.835
sp|P17869|RPSH_BACSU RNA polymerase sigma-H factor OS=Bacillus subtilis (strain 168) GN=sigH PE=1 SV=1	gi|654153525|ref|NZ_KE387197.1| Tuberibacillus calidus DSM 17572 genomic scaffold H532DRAFT_scaffold00021.21, whole genome shotgun sequence	333.835
sp|P17869|RPSH_BACSU RNA polymerase sigma-H factor OS=Bacillus subtilis (strain 168) GN=sigH PE=1 SV=1	gi|430748349|ref|NC_019897.1| Thermobacillus composti KWC4, complete genome	333.835
